junction_name,total_violations,unique_vehicles,peak_violations,avg_latitude,avg_longitude,weighted_violation_score,peak_hour_ratio,repeat_rate,unique_violation_types,unique_vehicle_types,violations_per_vehicle,severity_raw,severity_score,behavioral_score,density_score,IPII,risk_category,risk_rank,top_contributing_factor,top_factor_share_pct,risk_explanation
Btp074 - Leprosy Hospital Junction,1047,953,70,12.975846885138832,77.56179568138215,2060,0.0668576886341929,0.0897803247373447,42,17,1.098635886673662,7.630946580890459,0.6731366044510491,0.14496719964271454,0.10237283950875596,40.05,Moderate,48,Severity (violation volume/weight),84.0,"IPII = 0.5*severity + 0.3*behavioral + 0.2*density. Primary driver for this junction: Severity (violation volume/weight) (0       50.8
1       58.0
2       54.1
3       62.8
4       73.7
       ...  
163    100.0
164    100.0
165    100.0
166    100.0
167      0.0
Name: top_factor_share_pct, Length: 168, dtype: str% of weighted score)."
"Btp024 - Nps, Vijayanagar",632,523,39,12.98291347845193,77.54882366500652,969,0.0617088607594936,0.1724683544303797,9,15,1.2084130019120458,6.877296071497429,0.5761932123518442,0.22510254047982625,0.2163090079665401,39.89,Moderate,49,Severity (violation volume/weight),72.2,"IPII = 0.5*severity + 0.3*behavioral + 0.2*density. Primary driver for this junction: Severity (violation volume/weight) (0       50.8
1       58.0
2       54.1
3       62.8
4       73.7
       ...  
163    100.0
164    100.0
165    100.0
166    100.0
167      0.0
Name: top_factor_share_pct, Length: 168, dtype: str% of weighted score)."
Btp010 - Rajajinagar Entrance,957,856,26,12.982261563097772,77.56008112329171,1989,0.0271682340647857,0.1055381400208986,32,19,1.1179906542056075,7.595889917718538,0.668627204137232,0.12927195425218588,0.12246088836294858,39.76,Moderate,50,Severity (violation volume/weight),84.1,"IPII = 0.5*severity + 0.3*behavioral + 0.2*density. Primary driver for this junction: Severity (violation volume/weight) (0       50.8
1       58.0
2       54.1
3       62.8
4       73.7
       ...  
163    100.0
164    100.0
165    100.0
166    100.0
167      0.0
Name: top_factor_share_pct, Length: 168, dtype: str% of weighted score)."
"Btp206 - Shankara Mutt Circle, Vijayanagar",719,584,29,12.998620176634214,77.54142142920723,886,0.0403337969401947,0.1877607788595271,9,11,1.231164383561644,6.787844982309579,0.5646869612384169,0.22358460085667892,0.2399223562190143,39.74,Moderate,51,Severity (violation volume/weight),71.0,"IPII = 0.5*severity + 0.3*behavioral + 0.2*density. Primary driver for this junction: Severity (violation volume/weight) (0       50.8
1       58.0
2       54.1
3       62.8
4       73.7
       ...  
163    100.0
164    100.0
165    100.0
166    100.0
167      0.0
Name: top_factor_share_pct, Length: 168, dtype: str% of weighted score)."
"Btp226 - 33Rd Cross, 11Th Main, Jayanagar",492,448,34,12.925926613617886,77.58563274735774,1925,0.0691056910569105,0.089430894308943,38,12,1.0982142857142858,7.563200592358071,0.6644223186546621,0.1464095518323078,0.1019352656316765,39.65,Moderate,52,Severity (violation volume/weight),83.8,"IPII = 0.5*severity + 0.3*behavioral + 0.2*density. Primary driver for this junction: Severity (violation volume/weight) (0       50.8
1       58.0
2       54.1
3       62.8
4       73.7
       ...  
163    100.0
164    100.0
165    100.0
166    100.0
167      0.0
Name: top_factor_share_pct, Length: 168, dtype: str% of weighted score)."
Btp143 - Asc Junction,24,18,15,12.9694987,77.6197457625,51,0.625,0.25,4,6,1.3333333333333333,3.9512437185814275,0.19980994581628533,0.7547357926221336,0.34596211365902285,39.55,Moderate,53,Behavioral risk (repeat offenders + peak-hour concentration),57.2,"IPII = 0.5*severity + 0.3*behavioral + 0.2*density. Primary driver for this junction: Behavioral risk (repeat offenders + peak-hour concentration) (0       50.8
1       58.0
2       54.1
3       62.8
4       73.7
       ...  
163    100.0
164    100.0
165    100.0
166    100.0
167      0.0
Name: top_factor_share_pct, Length: 168, dtype: str% of weighted score)."
"Btp026 - 1St Block Junction, Rajajinagar",1086,940,42,13.002439084069982,77.55009351215469,1355,0.0386740331491712,0.1344383057090239,5,14,1.1553191489361705,7.212294468500341,0.6192846460449145,0.1679242199735966,0.16120362317303438,39.23,Moderate,54,Severity (violation volume/weight),78.9,"IPII = 0.5*severity + 0.3*behavioral + 0.2*density. Primary driver for this junction: Severity (violation volume/weight) (0       50.8
1       58.0
2       54.1
3       62.8
4       73.7
       ...  
163    100.0
164    100.0
165    100.0
166    100.0
167      0.0
Name: top_factor_share_pct, Length: 168, dtype: str% of weighted score)."
Btp208 - Havanur Circle,812,708,71,12.987954160845806,77.53755577344506,1167,0.0874384236453202,0.1280788177339901,16,11,1.1468926553672316,7.0630481633881725,0.6000868310159045,0.2004557755305512,0.1524578805955016,39.07,Moderate,55,Severity (violation volume/weight),76.8,"IPII = 0.5*severity + 0.3*behavioral + 0.2*density. Primary driver for this junction: Severity (violation volume/weight) (0       50.8
1       58.0
2       54.1
3       62.8
4       73.7
       ...  
163    100.0
164    100.0
165    100.0
166    100.0
167      0.0
Name: top_factor_share_pct, Length: 168, dtype: str% of weighted score)."
Btp118 - Basappa Circle,653,556,45,12.958166349617152,77.57756666983154,1027,0.0689127105666156,0.1485451761102603,20,16,1.1744604316546765,6.93537044601511,0.5836634214071235,0.20648926115985883,0.1810700990553522,39.0,Moderate,56,Severity (violation volume/weight),74.8,"IPII = 0.5*severity + 0.3*behavioral + 0.2*density. Primary driver for this junction: Severity (violation volume/weight) (0       50.8
1       58.0
2       54.1
3       62.8
4       73.7
       ...  
163    100.0
164    100.0
165    100.0
166    100.0
167      0.0
Name: top_factor_share_pct, Length: 168, dtype: str% of weighted score)."
"Btp033 - Sophia High School, Sankey Road",208,158,45,12.990444546153846,77.58866545673077,226,0.2163461538461538,0.2403846153846154,3,7,1.3164556962025316,5.424950017481403,0.3893753820400181,0.41801518521359005,0.3284450446129964,38.58,Moderate,57,Severity (violation volume/weight),50.5,"IPII = 0.5*severity + 0.3*behavioral + 0.2*density. Primary driver for this junction: Severity (violation volume/weight) (0       50.8
1       58.0
2       54.1
3       62.8
4       73.7
       ...  
163    100.0
164    100.0
165    100.0
166    100.0
167      0.0
Name: top_factor_share_pct, Length: 168, dtype: str% of weighted score)."
Btp008 - Navarang Theatre,1190,1055,69,12.998492417815124,77.55309264941177,1374,0.0579831932773109,0.1134453781512605,10,13,1.127962085308057,7.226209010100671,0.6210744980325791,0.16198094791256484,0.1328101005041748,38.57,Moderate,58,Severity (violation volume/weight),80.5,"IPII = 0.5*severity + 0.3*behavioral + 0.2*density. Primary driver for this junction: Severity (violation volume/weight) (0       50.8
1       58.0
2       54.1
3       62.8
4       73.7
       ...  
163    100.0
164    100.0
165    100.0
166    100.0
167      0.0
Name: top_factor_share_pct, Length: 168, dtype: str% of weighted score)."
Btp136 - Hosur-Tavarkere Road Junction,360,330,63,12.93432707138889,77.60844668972223,1050,0.175,0.0833333333333333,9,12,1.0909090909090908,6.957497370876951,0.5865096467146055,0.22491193087404449,0.09435330372518799,37.96,Moderate,59,Severity (violation volume/weight),77.3,"IPII = 0.5*severity + 0.3*behavioral + 0.2*density. Primary driver for this junction: Severity (violation volume/weight) (0       50.8
1       58.0
2       54.1
3       62.8
4       73.7
       ...  
163    100.0
164    100.0
165    100.0
166    100.0
167      0.0
Name: top_factor_share_pct, Length: 168, dtype: str% of weighted score)."
"Btp179 - 9Th Block, 28Th Main, Jayanagar",110,98,17,12.91695609,77.59508601818183,845,0.1545454545454545,0.109090909090909,41,8,1.1224489795918366,6.740519359606223,0.5585993830561033,0.23479380041693093,0.12708812338494713,37.52,Moderate,60,Severity (violation volume/weight),74.4,"IPII = 0.5*severity + 0.3*behavioral + 0.2*density. Primary driver for this junction: Severity (violation volume/weight) (0       50.8
1       58.0
2       54.1
3       62.8
4       73.7
       ...  
163    100.0
164    100.0
165    100.0
166    100.0
167      0.0
Name: top_factor_share_pct, Length: 168, dtype: str% of weighted score)."
"Btp123 - 10Th Cross, Wilson Garden",535,467,47,12.94600243397952,77.59607296917757,908,0.0878504672897196,0.1271028037383177,7,13,1.145610278372591,6.812345094177479,0.5678384537693475,0.1997909076508791,0.1511269190287809,37.41,Moderate,61,Severity (violation volume/weight),75.9,"IPII = 0.5*severity + 0.3*behavioral + 0.2*density. Primary driver for this junction: Severity (violation volume/weight) (0       50.8
1       58.0
2       54.1
3       62.8
4       73.7
       ...  
163    100.0
164    100.0
165    100.0
166    100.0
167      0.0
Name: top_factor_share_pct, Length: 168, dtype: str% of weighted score)."
Btp109 - Dewan Madhava Rao Junction,309,243,8,12.940864320388348,77.57243474530745,477,0.0258899676375404,0.2135922330097087,4,8,1.271604938271605,6.169610732491456,0.4851624010579361,0.23835032120467073,0.2818950555740188,37.05,Moderate,62,Severity (violation volume/weight),65.5,"IPII = 0.5*severity + 0.3*behavioral + 0.2*density. Primary driver for this junction: Severity (violation volume/weight) (0       50.8
1       58.0
2       54.1
3       62.8
4       73.7
       ...  
163    100.0
164    100.0
165    100.0
166    100.0
167      0.0
Name: top_factor_share_pct, Length: 168, dtype: str% of weighted score)."
"Btp188 - 27Th Cross, 4Th Main, Jayanagar",294,237,2,12.929681475170067,77.5805690537415,620,0.0068027210884353,0.1938775510204081,10,7,1.240506329113924,6.431331081933479,0.5188279504605802,0.2029923833940355,0.24961823390587726,37.02,Moderate,63,Severity (violation volume/weight),70.1,"IPII = 0.5*severity + 0.3*behavioral + 0.2*density. Primary driver for this junction: Severity (violation volume/weight) (0       50.8
1       58.0
2       54.1
3       62.8
4       73.7
       ...  
163    100.0
164    100.0
165    100.0
166    100.0
167      0.0
Name: top_factor_share_pct, Length: 168, dtype: str% of weighted score)."
Btp100 - Richmond Circle,304,249,11,12.962800310526315,77.59827016480263,617,0.0361842105263157,0.1809210526315789,6,7,1.2208835341365465,6.42648845745769,0.5182050351470568,0.21329563939759658,0.22925200302706372,36.89,Moderate,64,Severity (violation volume/weight),70.2,"IPII = 0.5*severity + 0.3*behavioral + 0.2*density. Primary driver for this junction: Severity (violation volume/weight) (0       50.8
1       58.0
2       54.1
3       62.8
4       73.7
       ...  
163    100.0
164    100.0
165    100.0
166    100.0
167      0.0
Name: top_factor_share_pct, Length: 168, dtype: str% of weighted score)."
Btp028 - Vijayanagar Bus Stand Junction,754,691,79,12.972568562228885,77.53806133053999,1124,0.1047745358090185,0.0835543766578249,16,15,1.0911722141823443,7.025538314638521,0.595261873121498,0.1689567901071321,0.09462639577649098,36.72,Moderate,65,Severity (violation volume/weight),81.0,"IPII = 0.5*severity + 0.3*behavioral + 0.2*density. Primary driver for this junction: Severity (violation volume/weight) (0       50.8
1       58.0
2       54.1
3       62.8
4       73.7
       ...  
163    100.0
164    100.0
165    100.0
166    100.0
167      0.0
Name: top_factor_share_pct, Length: 168, dtype: str% of weighted score)."
"Btp099 - Cash Pharmacy, Residency Road",349,306,18,12.969120946131804,77.60030236275072,873,0.0515759312320916,0.1232091690544412,17,16,1.1405228758169934,6.773080375655535,0.5627877638860443,0.16680388633526344,0.14584677340527433,36.06,Moderate,66,Severity (violation volume/weight),78.0,"IPII = 0.5*severity + 0.3*behavioral + 0.2*density. Primary driver for this junction: Severity (violation volume/weight) (0       50.8
1       58.0
2       54.1
3       62.8
4       73.7
       ...  
163    100.0
164    100.0
165    100.0
166    100.0
167      0.0
Name: top_factor_share_pct, Length: 168, dtype: str% of weighted score)."
Btp018 - Dhobi Ghat Junction,382,342,59,12.98761222696335,77.54981949005236,691,0.1544502617801047,0.1047120418848167,14,17,1.1169590643274854,6.539585955617669,0.5327529654846772,0.23025582937052713,0.12139021531895541,35.97,Moderate,67,Severity (violation volume/weight),74.0,"IPII = 0.5*severity + 0.3*behavioral + 0.2*density. Primary driver for this junction: Severity (violation volume/weight) (0       50.8
1       58.0
2       54.1
3       62.8
4       73.7
       ...  
163    100.0
164    100.0
165    100.0
166    100.0
167      0.0
Name: top_factor_share_pct, Length: 168, dtype: str% of weighted score)."
"Btp202 - East End Main Road, Jayanagar",142,129,18,12.917186653521128,77.59701229788732,839,0.1267605633802817,0.0915492957746478,32,11,1.1007751937984496,6.733401891837359,0.5576838506441023,0.19469198039683758,0.10459319715272783,35.82,Moderate,68,Severity (violation volume/weight),77.9,"IPII = 0.5*severity + 0.3*behavioral + 0.2*density. Primary driver for this junction: Severity (violation volume/weight) (0       50.8
1       58.0
2       54.1
3       62.8
4       73.7
       ...  
163    100.0
164    100.0
165    100.0
166    100.0
167      0.0
Name: top_factor_share_pct, Length: 168, dtype: str% of weighted score)."
"Btp204 - Esi Hospital, Rajajinagar",638,554,43,12.990358886677116,77.55373500799372,717,0.067398119122257,0.1316614420062695,7,13,1.151624548736462,6.576469569048224,0.537497369627273,0.18807402244676616,0.15736904809038582,35.66,Moderate,69,Severity (violation volume/weight),75.4,"IPII = 0.5*severity + 0.3*behavioral + 0.2*density. Primary driver for this junction: Severity (violation volume/weight) (0       50.8
1       58.0
2       54.1
3       62.8
4       73.7
       ...  
163    100.0
164    100.0
165    100.0
166    100.0
167      0.0
Name: top_factor_share_pct, Length: 168, dtype: str% of weighted score)."
Btp192 - Urvashi Theater,625,584,40,12.95650754928,77.58603276544001,1262,0.064,0.0656,10,14,1.0702054794520548,7.141245122350491,0.6101454435414302,0.11804267198404789,0.07286530818503395,35.51,Moderate,70,Severity (violation volume/weight),85.9,"IPII = 0.5*severity + 0.3*behavioral + 0.2*density. Primary driver for this junction: Severity (violation volume/weight) (0       50.8
1       58.0
2       54.1
3       62.8
4       73.7
       ...  
163    100.0
164    100.0
165    100.0
166    100.0
167      0.0
Name: top_factor_share_pct, Length: 168, dtype: str% of weighted score)."
Btp054 - Shivananda Circle,751,711,31,12.986267004491276,77.57886273319414,1507,0.0412782956058588,0.0532623169107856,29,13,1.0562587904360057,7.318539548567902,0.6329511377771314,0.08729391054532801,0.05839023015342165,35.43,Moderate,71,Severity (violation volume/weight),89.3,"IPII = 0.5*severity + 0.3*behavioral + 0.2*density. Primary driver for this junction: Severity (violation volume/weight) (0       50.8
1       58.0
2       54.1
3       62.8
4       73.7
       ...  
163    100.0
164    100.0
165    100.0
166    100.0
167      0.0
Name: top_factor_share_pct, Length: 168, dtype: str% of weighted score)."
"Btp127 - Sagar Hospital, Jayanagar",83,75,11,12.927947021686748,77.59825148915664,730,0.1325301204819277,0.0963855421686747,37,11,1.106666666666667,6.594413459749778,0.5398055238849634,0.20423548631214788,0.1107078763708876,35.33,Moderate,72,Severity (violation volume/weight),76.4,"IPII = 0.5*severity + 0.3*behavioral + 0.2*density. Primary driver for this junction: Severity (violation volume/weight) (0       50.8
1       58.0
2       54.1
3       62.8
4       73.7
       ...  
163    100.0
164    100.0
165    100.0
166    100.0
167      0.0
Name: top_factor_share_pct, Length: 168, dtype: str% of weighted score)."
Btp091 - Sirsi Circle,263,243,30,12.9622084391635,77.55862826692015,864,0.1140684410646387,0.0760456273764258,21,15,1.0823045267489713,6.762729506931879,0.5614563134156493,0.16874092551243597,0.08542274411333907,34.84,Moderate,73,Severity (violation volume/weight),80.6,"IPII = 0.5*severity + 0.3*behavioral + 0.2*density. Primary driver for this junction: Severity (violation volume/weight) (0       50.8
1       58.0
2       54.1
3       62.8
4       73.7
       ...  
163    100.0
164    100.0
165    100.0
166    100.0
167      0.0
Name: top_factor_share_pct, Length: 168, dtype: str% of weighted score)."
Btp126 - Dairy Circle,334,304,15,12.936743940419165,77.60242927844311,987,0.0449101796407185,0.0898203592814371,6,14,1.0986842105263157,6.895682697747868,0.5785583164627848,0.1274499853732216,0.10242299417536856,34.8,Moderate,74,Severity (violation volume/weight),83.1,"IPII = 0.5*severity + 0.3*behavioral + 0.2*density. Primary driver for this junction: Severity (violation volume/weight) (0       50.8
1       58.0
2       54.1
3       62.8
4       73.7
       ...  
163    100.0
164    100.0
165    100.0
166    100.0
167      0.0
Name: top_factor_share_pct, Length: 168, dtype: str% of weighted score)."
Btp092 - Bangalore Builders Junction,96,91,32,12.959323617708334,77.555697278125,458,0.3333333333333333,0.0520833333333333,21,14,1.054945054945055,6.129050210060545,0.4799450296360881,0.31973662346294446,0.057026722031707104,34.73,Moderate,75,Severity (violation volume/weight),69.1,"IPII = 0.5*severity + 0.3*behavioral + 0.2*density. Primary driver for this junction: Severity (violation volume/weight) (0       50.8
1       58.0
2       54.1
3       62.8
4       73.7
       ...  
163    100.0
164    100.0
165    100.0
166    100.0
167      0.0
Name: top_factor_share_pct, Length: 168, dtype: str% of weighted score)."
"Btp115 - Sahasra Hospital, Jayanagar",362,317,17,12.91728404702033,77.5738125694776,711,0.0469613259668508,0.1243093922651933,19,12,1.1419558359621451,6.568077911411976,0.5364179359289554,0.1642332670496796,0.1473340231670918,34.69,Moderate,76,Severity (violation volume/weight),77.3,"IPII = 0.5*severity + 0.3*behavioral + 0.2*density. Primary driver for this junction: Severity (violation volume/weight) (0       50.8
1       58.0
2       54.1
3       62.8
4       73.7
       ...  
163    100.0
164    100.0
165    100.0
166    100.0
167      0.0
Name: top_factor_share_pct, Length: 168, dtype: str% of weighted score)."
"Btp062 - Basava Mantapa, Dr. Rajkumar Road",425,393,42,12.979911838377566,77.5546504141,888,0.0988235294117647,0.0752941176470588,18,15,1.0814249363867685,6.790097235513905,0.5649766725340006,0.15577925048384259,0.08450982929075376,34.61,Moderate,77,Severity (violation volume/weight),81.6,"IPII = 0.5*severity + 0.3*behavioral + 0.2*density. Primary driver for this junction: Severity (violation volume/weight) (0       50.8
1       58.0
2       54.1
3       62.8
4       73.7
       ...  
163    100.0
164    100.0
165    100.0
166    100.0
167      0.0
Name: top_factor_share_pct, Length: 168, dtype: str% of weighted score)."
Btp071 - Prasanna Junction,721,683,21,12.974369503954971,77.55203424621543,1357,0.029126213592233,0.0527045769764216,15,14,1.055636896046852,7.213768308118642,0.6194742286302475,0.07700393963739845,0.05774477446138884,34.44,Moderate,78,Severity (violation volume/weight),89.9,"IPII = 0.5*severity + 0.3*behavioral + 0.2*density. Primary driver for this junction: Severity (violation volume/weight) (0       50.8
1       58.0
2       54.1
3       62.8
4       73.7
       ...  
163    100.0
164    100.0
165    100.0
166    100.0
167      0.0
Name: top_factor_share_pct, Length: 168, dtype: str% of weighted score)."
"Btp089 - Police Quarters, Sultan Road",87,77,26,12.960983110344827,77.56353294367817,284,0.2988505747126437,0.1149425287356321,11,7,1.12987012987013,5.652489180268651,0.4186441452148406,0.3562003644239694,0.13479043389312587,34.31,Moderate,79,Severity (violation volume/weight),61.0,"IPII = 0.5*severity + 0.3*behavioral + 0.2*density. Primary driver for this junction: Severity (violation volume/weight) (0       50.8
1       58.0
2       54.1
3       62.8
4       73.7
       ...  
163    100.0
164    100.0
165    100.0
166    100.0
167      0.0
Name: top_factor_share_pct, Length: 168, dtype: str% of weighted score)."
"Btp186 - 9Th Cross, 4Th Main, Jayanagar",546,509,73,12.939329417176364,77.58299607614546,788,0.1336996336996337,0.0677655677655677,6,8,1.0726915520628684,6.670766320845874,0.5496269268547515,0.17600896942871014,0.07544556899047455,34.27,Moderate,80,Severity (violation volume/weight),80.2,"IPII = 0.5*severity + 0.3*behavioral + 0.2*density. Primary driver for this junction: Severity (violation volume/weight) (0       50.8
1       58.0
2       54.1
3       62.8
4       73.7
       ...  
163    100.0
164    100.0
165    100.0
166    100.0
167      0.0
Name: top_factor_share_pct, Length: 168, dtype: str% of weighted score)."
Btp122 - Siddapura Junction,146,116,11,12.94840029178082,77.59279610068494,278,0.0753424657534246,0.2054794520547945,4,10,1.2586206896551724,5.631211781821365,0.4159071959859634,0.26964585694969884,0.26841888128717295,34.25,Moderate,81,Severity (violation volume/weight),60.7,"IPII = 0.5*severity + 0.3*behavioral + 0.2*density. Primary driver for this junction: Severity (violation volume/weight) (0       50.8
1       58.0
2       54.1
3       62.8
4       73.7
       ...  
163    100.0
164    100.0
165    100.0
166    100.0
167      0.0
Name: top_factor_share_pct, Length: 168, dtype: str% of weighted score)."
Btp078 - Nr Square Junction,244,197,7,12.965873413934425,77.5854067954918,364,0.0286885245901639,0.1926229508196721,8,12,1.2385786802030456,5.8998973535824915,0.45046869420032226,0.21922265988918485,0.24761755343107728,34.05,Moderate,82,Severity (violation volume/weight),66.1,"IPII = 0.5*severity + 0.3*behavioral + 0.2*density. Primary driver for this junction: Severity (violation volume/weight) (0       50.8
1       58.0
2       54.1
3       62.8
4       73.7
       ...  
163    100.0
164    100.0
165    100.0
166    100.0
167      0.0
Name: top_factor_share_pct, Length: 168, dtype: str% of weighted score)."
Btp167 - Jc Road Junction,372,337,69,12.9582712466602,77.58126169958715,492,0.1854838709677419,0.0940860215053763,10,14,1.1038575667655786,6.20050917404269,0.48913692200262177,0.24425540582553412,0.10779234995310796,33.94,Moderate,83,Severity (violation volume/weight),72.1,"IPII = 0.5*severity + 0.3*behavioral + 0.2*density. Primary driver for this junction: Severity (violation volume/weight) (0       50.8
1       58.0
2       54.1
3       62.8
4       73.7
       ...  
163    100.0
164    100.0
165    100.0
166    100.0
167      0.0
Name: top_factor_share_pct, Length: 168, dtype: str% of weighted score)."
"Btp168 - Msr Building, Jc Road",132,113,35,12.96118081060606,77.58428897045455,233,0.2651515151515151,0.1439393939393939,6,11,1.168141592920354,5.455321115357702,0.39328206983921643,0.35878727454001624,0.17451186264216206,33.92,Moderate,84,Severity (violation volume/weight),58.0,"IPII = 0.5*severity + 0.3*behavioral + 0.2*density. Primary driver for this junction: Severity (violation volume/weight) (0       50.8
1       58.0
2       54.1
3       62.8
4       73.7
       ...  
163    100.0
164    100.0
165    100.0
166    100.0
167      0.0
Name: top_factor_share_pct, Length: 168, dtype: str% of weighted score)."
Btp098 - Nayandahalli Junction,206,199,40,12.944823567475726,77.52768460776699,727,0.1941747572815534,0.0339805825242718,21,18,1.035175879396985,6.590301048196686,0.5392765371454921,0.1899640883175715,0.03650856475798739,33.39,Moderate,85,Severity (violation volume/weight),80.7,"IPII = 0.5*severity + 0.3*behavioral + 0.2*density. Primary driver for this junction: Severity (violation volume/weight) (0       50.8
1       58.0
2       54.1
3       62.8
4       73.7
       ...  
163    100.0
164    100.0
165    100.0
166    100.0
167      0.0
Name: top_factor_share_pct, Length: 168, dtype: str% of weighted score)."
"Btp210 - 50Th Cross, 12Th Main , Rajajinagar",455,410,24,12.986979151428573,77.55512463802198,654,0.0527472527472527,0.0989010989010989,5,11,1.1097560975609757,6.484635235635252,0.5256845576125995,0.142972401476888,0.11391435449748327,32.85,Moderate,86,Severity (violation volume/weight),80.0,"IPII = 0.5*severity + 0.3*behavioral + 0.2*density. Primary driver for this junction: Severity (violation volume/weight) (0       50.8
1       58.0
2       54.1
3       62.8
4       73.7
       ...  
163    100.0
164    100.0
165    100.0
166    100.0
167      0.0
Name: top_factor_share_pct, Length: 168, dtype: str% of weighted score)."
Btp076 - Hudson Circle,455,423,19,12.968029834285714,77.58880913494505,838,0.0417582417582417,0.0703296703296703,12,13,1.0756501182033098,6.732210706467206,0.5575306263724241,0.10506853067172103,0.07851622437651595,32.6,Moderate,87,Severity (violation volume/weight),85.5,"IPII = 0.5*severity + 0.3*behavioral + 0.2*density. Primary driver for this junction: Severity (violation volume/weight) (0       50.8
1       58.0
2       54.1
3       62.8
4       73.7
       ...  
163    100.0
164    100.0
165    100.0
166    100.0
167      0.0
Name: top_factor_share_pct, Length: 168, dtype: str% of weighted score)."
Btp196 - Sarakki Main Road,138,135,78,12.910996460923243,77.57833824855072,163,0.5652173913043478,0.0217391304347826,6,12,1.022222222222222,5.099866427824199,0.3475593074744527,0.47432485153235937,0.023064140910601216,32.07,Moderate,88,Severity (violation volume/weight),54.2,"IPII = 0.5*severity + 0.3*behavioral + 0.2*density. Primary driver for this junction: Severity (violation volume/weight) (0       50.8
1       58.0
2       54.1
3       62.8
4       73.7
       ...  
163    100.0
164    100.0
165    100.0
166    100.0
167      0.0
Name: top_factor_share_pct, Length: 168, dtype: str% of weighted score)."
"Btp163 - 16Th Main Road, Btm Layout",364,342,38,12.91499527445055,77.60852014148351,655,0.1043956043956044,0.0604395604395604,4,10,1.064327485380117,6.486160788944089,0.5258807922210069,0.1451009608537026,0.06676461842542554,31.98,Moderate,89,Severity (violation volume/weight),82.2,"IPII = 0.5*severity + 0.3*behavioral + 0.2*density. Primary driver for this junction: Severity (violation volume/weight) (0       50.8
1       58.0
2       54.1
3       62.8
4       73.7
       ...  
163    100.0
164    100.0
165    100.0
166    100.0
167      0.0
Name: top_factor_share_pct, Length: 168, dtype: str% of weighted score)."
"Btp093 - Toll Gate, Mysore Road",90,83,24,12.958754304444446,77.55213842444445,300,0.2666666666666666,0.0777777777777777,14,10,1.0843373493975903,5.707110264748875,0.4256701514918281,0.29258446881577477,0.0875325829739696,31.81,Moderate,90,Severity (violation volume/weight),66.9,"IPII = 0.5*severity + 0.3*behavioral + 0.2*density. Primary driver for this junction: Severity (violation volume/weight) (0       50.8
1       58.0
2       54.1
3       62.8
4       73.7
       ...  
163    100.0
164    100.0
165    100.0
166    100.0
167      0.0
Name: top_factor_share_pct, Length: 168, dtype: str% of weighted score)."
"Btp145 - Sri Hatti Maramma Circle, Domluru",175,150,10,12.961282601803124,77.63615441362482,365,0.0571428571428571,0.1428571428571428,7,13,1.1666666666666667,5.902633333401366,0.45082062810211215,0.19127759578407627,0.17298105682951156,31.74,Moderate,91,Severity (violation volume/weight),71.0,"IPII = 0.5*severity + 0.3*behavioral + 0.2*density. Primary driver for this junction: Severity (violation volume/weight) (0       50.8
1       58.0
2       54.1
3       62.8
4       73.7
       ...  
163    100.0
164    100.0
165    100.0
166    100.0
167      0.0
Name: top_factor_share_pct, Length: 168, dtype: str% of weighted score)."
Btp203 - Rrmr Junction,130,123,42,12.96743880076923,77.59360017,293,0.3230769230769231,0.0538461538461538,11,14,1.056910569105691,5.683579767338681,0.42264338217595127,0.31332770918015185,0.059066702332028286,31.71,Moderate,92,Severity (violation volume/weight),66.6,"IPII = 0.5*severity + 0.3*behavioral + 0.2*density. Primary driver for this junction: Severity (violation volume/weight) (0       50.8
1       58.0
2       54.1
3       62.8
4       73.7
       ...  
163    100.0
164    100.0
165    100.0
166    100.0
167      0.0
Name: top_factor_share_pct, Length: 168, dtype: str% of weighted score)."
"Btp094 - Sri Skanda Complex, Mysore Road",112,103,21,12.955815682142855,77.54617815178571,374,0.1875,0.0803571428571428,12,12,1.087378640776699,5.926926025970411,0.4539454399233939,0.23187936191425718,0.09068909775527782,31.47,Moderate,93,Severity (violation volume/weight),72.1,"IPII = 0.5*severity + 0.3*behavioral + 0.2*density. Primary driver for this junction: Severity (violation volume/weight) (0       50.8
1       58.0
2       54.1
3       62.8
4       73.7
       ...  
163    100.0
164    100.0
165    100.0
166    100.0
167      0.0
Name: top_factor_share_pct, Length: 168, dtype: str% of weighted score)."
Btp155 - Katriguppe Junction,339,319,12,12.9266994100295,77.55074285663717,769,0.0353982300884955,0.0589970501474926,11,10,1.0626959247648904,6.646390514847729,0.5464914240067331,0.08843322539755358,0.06507124394840567,31.28,Moderate,94,Severity (violation volume/weight),87.4,"IPII = 0.5*severity + 0.3*behavioral + 0.2*density. Primary driver for this junction: Severity (violation volume/weight) (0       50.8
1       58.0
2       54.1
3       62.8
4       73.7
       ...  
163    100.0
164    100.0
165    100.0
166    100.0
167      0.0
Name: top_factor_share_pct, Length: 168, dtype: str% of weighted score)."
Btp067 - Jai Muni Rao Circle,409,374,5,12.978517780813087,77.54273679499191,666,0.0122249388753056,0.0855745721271393,13,13,1.0935828877005347,6.502790045915623,0.5280198428271138,0.09697557693667157,0.09712840089357588,31.25,Moderate,95,Severity (violation volume/weight),84.5,"IPII = 0.5*severity + 0.3*behavioral + 0.2*density. Primary driver for this junction: Severity (violation volume/weight) (0       50.8
1       58.0
2       54.1
3       62.8
4       73.7
       ...  
163    100.0
164    100.0
165    100.0
166    100.0
167      0.0
Name: top_factor_share_pct, Length: 168, dtype: str% of weighted score)."
