junction_name,total_violations,unique_vehicles,peak_violations,avg_latitude,avg_longitude,peak_hour_ratio,repeat_rate,unique_violation_types,unique_vehicle_types,violations_per_vehicle,severity_raw,severity_score,behavioral_score,density_score,IPII,risk_category,risk_rank,estimated_violations_prevented,estimated_enforcement_effort_saved,efficiency_score,impact_score,impact_rank,projection_type
Btp215 - Vanivillas Junction,434,415,5,12.94612015348372,77.57023379090926,0.0115207373271889,0.0437788018433179,10,11,1.0457831325301206,6.075346031088684,0.5363283955663058,0.0538247010121707,0.047517687900155,29.38,Low,93,22,1,0.5696530295183843,23.62,93,Simulation-Based Estimate
Btp106 - Vv Puram College,159,146,31,12.952855020536774,77.57449485352718,0.1949685534591195,0.0817610062893081,6,8,1.0890410958904109,5.075173815233827,0.4064266910372856,0.2392846617380562,0.0924145372102868,29.35,Low,94,8,1,0.20714655618850336,23.52,94,Simulation-Based Estimate
"Btp197 - 9Th Cross, 24Th Main, Jp Nagar",284,270,30,12.911549545221384,77.58599000264428,0.1056338028169014,0.0492957746478873,13,10,1.0518518518518518,5.652489180268651,0.481408028031054,0.1347366351649277,0.0538163287914035,29.19,Low,95,14,1,0.3625064733298809,23.42,95,Simulation-Based Estimate
Btp155 - Katriguppe Junction,339,319,12,12.9266994100295,77.55074285663717,0.0353982300884955,0.0589970501474926,11,10,1.0626959247648904,5.828945617610208,0.5043260731661059,0.0884332253975535,0.0650712439484056,29.17,Low,96,17,1,0.4401864319005696,23.42,96,Simulation-Based Estimate
Btp120 - Lalbagh Main Gate Junction,244,230,30,12.95408442090164,77.58441278032787,0.1229508196721311,0.0573770491803278,9,13,1.0608695652173914,5.501258210544727,0.4617662499119495,0.1568246081427846,0.0631756903203434,29.06,Low,97,12,1,0.31071983428275507,23.31,97,Simulation-Based Estimate
Btp085 - Briyand Circle,166,153,28,12.966068878313251,77.56948985903615,0.1686746987951807,0.0783132530120482,12,12,1.0849673202614378,5.117993812416755,0.4119881238923625,0.2147365133515117,0.0881864211287704,28.81,Low,98,8,1,0.20714655618850336,23.09,98,Simulation-Based Estimate
Btp098 - Nayandahalli Junction,206,199,40,12.944823567475726,77.52768460776699,0.1941747572815534,0.0339805825242718,21,18,1.035175879396985,5.332718793265369,0.4398764620955544,0.1899640883175715,0.0365085647579873,28.42,Low,99,10,1,0.25893319523562924,22.79,99,Simulation-Based Estimate
Btp216 - Yediyur Junction,172,151,5,12.93804460616813,77.57688296083747,0.0290697674418604,0.1220930232558139,3,6,1.1390728476821192,5.153291594497779,0.4165725764353677,0.1476616661642977,0.1443418090100559,28.15,Low,100,9,1,0.2330398757120663,22.57,100,Simulation-Based Estimate
Btp064 - Devanga Hostel Junction,104,85,1,12.962732790384615,77.58990461057692,0.0096153846153846,0.1826923076923076,5,10,1.223529411764706,4.653960350157523,0.3517197653532722,0.1938453869161744,0.2319981232772272,28.04,Low,101,5,1,0.12946659761781462,22.46,101,Simulation-Based Estimate
"Btp176 - Rajalakshmi Kalyana Mantapa, Jp Nagar",196,177,8,12.917309109693877,77.57831904234695,0.0408163265306122,0.096938775510204,17,13,1.1073446327683616,5.2832037287379885,0.4334454783309499,0.1314281644861333,0.1114115281274819,27.84,Low,102,10,1,0.25893319523562924,22.32,102,Simulation-Based Estimate
Btp092 - Bangalore Builders Junction,96,91,32,12.959323617708334,77.555697278125,0.3333333333333333,0.0520833333333333,21,14,1.054945054945055,4.574710978503383,0.3414269094855178,0.3197366234629444,0.0570267220317071,27.8,Low,103,5,1,0.12946659761781462,22.27,103,Simulation-Based Estimate
Btp034 - Lrde Junction,217,198,7,12.988339276825316,77.5917559860704,0.032258064516129,0.0875576036866359,9,7,1.095959595959596,5.384495062789089,0.4466011296664652,0.1150226739137425,0.099595153932143,27.77,Low,104,11,1,0.28482651475919213,22.27,104,Simulation-Based Estimate
Btp219 - Canara Bank Junction,358,351,16,12.931167219553071,77.58453701256984,0.0446927374301676,0.0195530726256983,8,9,1.01994301994302,5.883322388488279,0.5113884921294322,0.0556776597581556,0.0206985879966936,27.65,Low,105,18,1,0.4660797514241326,22.21,105,Simulation-Based Estimate
"Btp179 - 9Th Block, 28Th Main, Jayanagar",110,98,17,12.91695609,77.59508601818183,0.1545454545454545,0.109090909090909,41,8,1.1224489795918366,4.709530201312334,0.358937140792225,0.2347938004169309,0.1270881233849471,27.53,Low,106,6,1,0.15535991714137753,22.06,106,Simulation-Based Estimate
"Btp202 - East End Main Road, Jayanagar",142,129,18,12.917186653521128,77.59701229788732,0.1267605633802817,0.0915492957746478,32,11,1.1007751937984496,4.962844630259907,0.3918374509392731,0.1946919803968375,0.1045931971527278,27.52,Low,107,7,1,0.18125323666494045,22.05,107,Simulation-Based Estimate
Btp105 - Shivasankara Circle,186,165,0,12.956902590860215,77.57416609784947,0.0,0.1129032258064516,4,11,1.1272727272727272,5.231108616854587,0.4266793997256771,0.1150419708616087,0.1320946252152632,27.43,Low,108,9,1,0.2330398757120663,21.99,108,Simulation-Based Estimate
Btp220 - Puttanna Junction,294,278,1,12.928844605442176,77.58282851292518,0.0034013605442176,0.0544217687074829,8,7,1.0575539568345325,5.68697535633982,0.4858870697233928,0.0581737779857704,0.059734465667745,27.23,Low,109,15,1,0.38839979285344384,21.86,109,Simulation-Based Estimate
Btp225 - Geetha Junction,287,275,10,12.928338116027875,77.58587362578398,0.0348432055749128,0.0418118466898954,14,8,1.0436363636363637,5.662960480135946,0.4827680335179427,0.0704784600901128,0.0452895857880903,27.16,Low,111,14,1,0.3625064733298809,21.8,110,Simulation-Based Estimate
"Btp093 - Toll Gate, Mysore Road",90,83,24,12.958754304444446,77.55213842444445,0.2666666666666666,0.0777777777777777,14,10,1.0843373493975903,4.51085950651685,0.3331339226216022,0.2925844688157747,0.0875325829739696,27.18,Low,110,4,1,0.10357327809425168,21.76,111,Simulation-Based Estimate
"Btp177 - Aurobindo Circle, Orr",186,171,11,12.916612181720431,77.58524550268818,0.0591397849462365,0.0806451612903225,12,13,1.087719298245614,5.231108616854587,0.4266793997256771,0.1294846642867096,0.0910426614892166,27.04,Low,113,9,1,0.2330398757120663,21.68,112,Simulation-Based Estimate
Btp133 - Adugodi Junction,73,61,8,12.941853575342464,77.6086067250685,0.1095890410958904,0.1643835616438356,10,9,1.1967213114754098,4.30406509320417,0.3062756012739774,0.2551687403542796,0.2041743621594234,27.05,Low,112,4,1,0.10357327809425168,21.66,113,Simulation-Based Estimate
"Btp094 - Sri Skanda Complex, Mysore Road",112,103,21,12.955815682142855,77.54617815178571,0.1875,0.0803571428571428,12,12,1.087378640776699,4.727387818712341,0.361256476304965,0.2318793619142571,0.0906890977552778,26.83,Low,114,6,1,0.15535991714137753,21.5,114,Simulation-Based Estimate
Btp119 - Minerva Circle,199,183,6,12.955163112562811,77.58039649145728,0.0301507537688442,0.0804020100502512,15,11,1.0874316939890711,5.298317366548036,0.4354084275931241,0.1060456820493293,0.0907441609597438,26.77,Low,115,10,1,0.25893319523562924,21.47,115,Simulation-Based Estimate
"Btp191 - 40Th Cross, 4Th Main, Jayanagar",105,95,16,12.920106225714283,77.58220127047619,0.1523809523809524,0.0952380952380952,6,9,1.105263157894737,4.663439094112067,0.3529508583360312,0.2189469686179556,0.1092511937870599,26.4,Low,116,5,1,0.12946659761781462,21.15,116,Simulation-Based Estimate
Btp037 - Kr Circle,239,227,6,12.976534570711298,77.58653865523013,0.0251046025104602,0.0502092050209205,10,11,1.052863436123348,5.480638923341991,0.4590882305555334,0.0712440085600937,0.0548662382895366,26.19,Low,117,12,1,0.31071983428275507,21.01,117,Simulation-Based Estimate
Btp047 - Vidhan Soudha Metro Station,200,190,12,12.979835985,77.59251278949999,0.06,0.05,6,9,1.0526315789473684,5.303304908059076,0.4360562061790745,0.0989471585244267,0.0546255968935298,25.86,Low,118,10,1,0.25893319523562924,20.74,118,Simulation-Based Estimate
Btp212 - Minto Junction,78,68,10,12.96031432051282,77.5714075602564,0.1282051282051282,0.1282051282051282,4,11,1.1470588235294117,4.3694478524670215,0.3147674707144773,0.2331978423703249,0.1526303442613335,25.79,Low,119,4,1,0.10357327809425168,20.65,119,Simulation-Based Estimate
Btp214 - 5Th Main Chamrajpet  Junction,252,243,4,12.96500902960007,77.55255323659712,0.0158730158730158,0.0357142857142857,19,10,1.037037037037037,5.53338948872752,0.4659394390272594,0.0490892402158602,0.0384402348510024,25.54,Low,120,13,1,0.33661315380631796,20.5,120,Simulation-Based Estimate
Btp075 - Police Corner,188,174,0,12.968845718276503,77.58628269328581,0.0,0.0744680851063829,10,12,1.0804597701149423,5.241747015059643,0.4280611078339292,0.0758787467385078,0.0835080964004536,25.35,Low,121,9,1,0.2330398757120663,20.33,121,Simulation-Based Estimate
Btp052 - Cid Carlton House Junction,198,186,3,12.980863155860892,77.58762164743166,0.0151515151515151,0.0606060606060606,7,9,1.064516129032258,5.293304824724492,0.4347574019831547,0.0738753436659717,0.0669604090952947,25.29,Low,122,10,1,0.25893319523562924,20.28,122,Simulation-Based Estimate
Btp184 - Lalbagh West Gate,215,204,2,12.94843504744186,77.58018114418606,0.0093023255813953,0.0511627906976744,9,7,1.053921568627451,5.375278407684165,0.4454040766097951,0.0595738366296458,0.055964459562489,25.18,Low,123,11,1,0.28482651475919213,20.2,123,Simulation-Based Estimate
"Btp127 - Sagar Hospital, Jayanagar",83,75,11,12.927947021686748,77.59825148915664,0.1325301204819277,0.0963855421686747,37,11,1.106666666666667,4.430816798843313,0.3227380287974337,0.2042354863121478,0.1107078763708876,24.48,Low,124,4,1,0.10357327809425168,19.6,124,Simulation-Based Estimate
Btp193 - Vasavi Circle,113,102,5,12.949798086218998,77.5767949444681,0.0442477876106194,0.0973451327433628,4,8,1.107843137254902,4.736198448394496,0.3624007950488201,0.1345873882776448,0.111928919124978,24.4,Low,125,6,1,0.15535991714137753,19.55,125,Simulation-Based Estimate
Btp138 - Sarjapur Road Check Post,75,71,19,12.927103010322917,77.61688994134308,0.2533333333333333,0.0533333333333333,4,11,1.056338028169014,4.330733340286331,0.3097392555305724,0.2570103024260551,0.0584724699142009,24.37,Low,126,4,1,0.10357327809425168,19.52,126,Simulation-Based Estimate
Btp173 - Tmc,152,141,3,12.98232968486842,77.59871615789473,0.0197368421052631,0.0723684210526315,4,9,1.0780141843971631,5.030437921392435,0.4006164227939721,0.089528782074828,0.0809698563882819,24.34,Low,127,8,1,0.20714655618850336,19.51,127,Simulation-Based Estimate
Btp171 - Indian Express (Balekundri),114,108,16,12.986301935964912,77.59864174824561,0.1403508771929824,0.0526315789473684,7,10,1.0555555555555556,4.74493212836325,0.3635351196148975,0.165909289674835,0.0576603522765038,24.31,Low,128,6,1,0.15535991714137753,19.48,128,Simulation-Based Estimate
Btp146 - Domlur Water Tank,146,138,9,12.960488461643836,77.63886880273972,0.0616438356164383,0.0547945205479452,7,10,1.0579710144927537,4.990432586778736,0.3954205564479632,0.105147570985673,0.0601673241146127,24.13,Low,129,7,1,0.18125323666494045,19.34,129,Simulation-Based Estimate
Btp185 - Rv Teachers College,57,48,4,12.94458577368421,77.58073809122807,0.0701754385964912,0.1578947368421052,5,6,1.1875,4.060443010546419,0.2746341266394288,0.2170261146385404,0.1946036889332004,24.13,Low,130,3,1,0.07767995857068877,19.32,130,Simulation-Based Estimate
"Btp113 - 27Th Cross, Pai Vista, Kr Road",128,119,7,12.9175333703125,77.5731112515625,0.0546875,0.0703125,5,7,1.0756302521008403,4.859812404361672,0.3784556937244315,0.115394441674975,0.0784956056201144,23.95,Low,131,6,1,0.15535991714137753,19.19,131,Simulation-Based Estimate
Btp107 - National College Junction,73,62,1,12.948955050684932,77.57294951506849,0.0136986301369863,0.1506849315068493,5,5,1.1774193548387095,4.30406509320417,0.3062756012739774,0.1644982859640257,0.1841411250120604,23.93,Low,132,4,1,0.10357327809425168,19.16,132,Simulation-Based Estimate
Btp166 - Coffee Board Junction,121,111,2,12.984920821487604,77.5943366785124,0.0165289256198347,0.0826446280991735,6,7,1.09009009009009,4.804021044733257,0.3712095489117322,0.0974333198750854,0.093503273961898,23.35,Low,133,6,1,0.15535991714137753,18.71,133,Simulation-Based Estimate
"Btp102 - Bmtc Junction, Kh Road",175,168,2,12.955459190857145,77.59290232228571,0.0114285714285714,0.04,6,12,1.0416666666666667,5.170483995038151,0.4188055140232521,0.0499005839623985,0.0432452642073779,23.3,Low,134,9,1,0.2330398757120663,18.69,134,Simulation-Based Estimate
Btp077 - Halasuru Gate Junction,30,23,0,12.966806766666668,77.58703611,0.0,0.2333333333333333,3,6,1.3043478260869563,3.4339872044851463,0.1932704617330744,0.2377534064473247,0.3158784516017164,23.11,Low,135,2,1,0.05178663904712584,18.5,135,Simulation-Based Estimate
Btp030 - Mekhri Circle,87,82,13,13.013624291954024,77.58397421839081,0.1494252873563218,0.057471264367816,7,7,1.0609756097560976,4.477336814478207,0.3287800175968569,0.1781001822119846,0.0632857524986018,23.05,Low,136,4,1,0.10357327809425168,18.46,136,Simulation-Based Estimate
"Btp221 - 15Th Cross, 24Th Main, Jp Nagar",116,112,13,12.905022600862068,77.58618874568965,0.1120689655172413,0.0344827586206896,7,8,1.0357142857142858,4.762173934797756,0.3657744740075682,0.1247911438099493,0.0370673693206097,22.77,Low,137,6,1,0.15535991714137753,18.25,137,Simulation-Based Estimate
Btp079 - Town Hall Junction,162,158,3,12.964742432716047,77.58478980123456,0.0185185185185185,0.0246913580246913,3,11,1.0253164556962024,5.093750200806762,0.4088393796839605,0.0399739054441612,0.0262756035690396,22.17,Low,139,8,1,0.20714655618850336,17.78,138,Simulation-Based Estimate
"Btp200 - 15Th Cross, 33Rd Main, Jp Nagar",28,24,6,12.9063283,77.58138778214285,0.2142857142857142,0.1428571428571428,3,9,1.1666666666666667,3.367295829986474,0.1846086302130335,0.3169918814983619,0.1729810568295115,22.2,Low,138,1,1,0.02589331952356292,17.77,139,Simulation-Based Estimate
Btp103 - Shanti Nagar Ttmc,144,138,0,12.9538741625,77.59162276111111,0.0,0.0416666666666666,7,13,1.0434782608695652,4.976733742420574,0.3936413596216627,0.0424559654370222,0.0451254930859594,21.86,Low,140,7,1,0.18125323666494045,17.52,140,Simulation-Based Estimate
Btp121 - Kh Circle,107,106,15,12.951853676635514,77.5903747271028,0.1401869158878504,0.0093457943925233,8,9,1.009433962264151,4.68213122712422,0.3553785801833997,0.1216723660793319,0.0097913805752554,21.61,Low,141,5,1,0.12946659761781462,17.31,141,Simulation-Based Estimate
"Btp190 - 36Th Cross, 4Th Main, Jayanagar",145,141,0,12.922585208123428,77.5812768107059,0.0,0.0275862068965517,6,6,1.0283687943262412,4.983606621708336,0.3945340046285422,0.028108777116925,0.0294435841411934,21.16,Low,142,7,1,0.18125323666494045,16.96,142,Simulation-Based Estimate
Btp128 - Gorappanapalya Junction,55,52,9,12.920460569090908,77.60040643272727,0.1636363636363636,0.0545454545454545,6,6,1.0576923076923077,4.02535169073515,0.2700764892791861,0.1864878092993745,0.0598780581332924,20.3,Low,143,3,1,0.07767995857068877,16.26,143,Simulation-Based Estimate
Btp036 - Police Thimmaiah Circle (Gpo),83,81,10,12.981054290361447,77.59432185301205,0.1204819277108433,0.0240963855421686,7,8,1.0246913580246917,4.430816798843313,0.3227380287974337,0.120938389650326,0.025626823234002,20.28,Low,144,4,1,0.10357327809425168,16.24,144,Simulation-Based Estimate
"Btp159 - Jp Nagar Metro, Orr",101,99,7,12.906413123500313,77.57288417491768,0.0693069306930693,0.0198019801980198,9,10,1.02020202020202,4.624972813284271,0.3479548832757243,0.0756226370393769,0.0209674008278194,20.09,Low,145,5,1,0.12946659761781462,16.1,145,Simulation-Based Estimate
Btp222 - Delmia Circle,98,96,6,12.905932804081631,77.59263616836735,0.0612244897959183,0.0204081632653061,6,7,1.0208333333333333,4.59511985013459,0.344077600206957,0.0697743504181332,0.0216226321036888,19.73,Low,146,5,1,0.12946659761781462,15.81,146,Simulation-Based Estimate
Btp141 - Palmgroove Junction,50,45,2,12.968292564,77.613494202,0.04,0.1,6,5,1.1111111111111112,3.9318256327243257,0.257929386849329,0.1338943170488534,0.1153207045530077,19.22,Low,147,2,1,0.05178663904712584,15.39,147,Simulation-Based Estimate
Btp187 - South End Circle,56,53,4,12.937437009438865,77.58186328855274,0.0714285714285714,0.0535714285714285,3,3,1.0566037735849056,4.04305126783455,0.2723752986224248,0.1117290984190285,0.0587482834515321,18.15,Low,148,3,1,0.07767995857068877,14.54,148,Simulation-Based Estimate
"Btp114 - Kr Road Junction, Near Jss",64,64,9,12.924224496361514,77.57491752140425,0.140625,0.0,4,5,1.0,4.174387269895637,0.2894331315269112,0.1125,0.0,17.85,Low,149,3,1,0.07767995857068877,14.3,149,Simulation-Based Estimate
Btp217 - Baleyele Junction,85,83,1,12.957381283693532,77.56944775460542,0.0117647058823529,0.0235294117647058,5,11,1.0240963855421688,4.454347296253507,0.3257941542061838,0.0333868981291418,0.0250093094211342,17.79,Low,150,4,1,0.10357327809425168,14.25,150,Simulation-Based Estimate
Btp035 - Basaweshwara Circle (Lh) Junction,36,34,6,12.984610472222222,77.58816219444445,0.1666666666666666,0.0555555555555555,4,6,1.0588235294117647,3.610917912644224,0.216250104847582,0.1899412872493629,0.0610521377045334,17.73,Low,151,2,1,0.05178663904712584,14.19,151,Simulation-Based Estimate
"Btp164 - 29Th Main Road, Btm Layout",42,38,1,12.916027286041109,77.61535643491827,0.0238095238095238,0.0952380952380952,4,4,1.105263157894737,3.7612001156935615,0.2357686577797885,0.1160898257608127,0.1092511937870599,17.46,Low,152,2,1,0.05178663904712584,13.98,152,Simulation-Based Estimate
Btp134 - Mico Bande,49,48,7,12.945696853061223,77.6025479367347,0.1428571428571428,0.0204081632653061,5,10,1.0208333333333333,3.912023005428146,0.2553574347403335,0.1350804728671129,0.0216226321036888,17.25,Low,153,2,1,0.05178663904712584,13.81,153,Simulation-Based Estimate
Btp053 - Three Let Junction,51,51,7,12.983894015686277,77.58177205098039,0.1372549019607843,0.0,7,7,1.0,3.951243718581428,0.2604513949710728,0.1098039215686274,0.0,16.32,Low,154,3,1,0.07767995857068877,13.07,154,Simulation-Based Estimate
Btp158 - Devegowda Petrol Bunk,45,45,5,12.921245118184276,77.56029589125625,0.1111111111111111,0.0,5,10,1.0,3.828641396489095,0.2445278866326637,0.0888888888888888,0.0,14.89,Low,155,2,1,0.05178663904712584,11.92,155,Simulation-Based Estimate
Btp006 - Navarang Bar Junction,47,47,3,12.990978136170211,77.55759593617022,0.0638297872340425,0.0,2,8,1.0,3.871201010907891,0.2500555011469043,0.051063829787234,0.0,14.03,Low,156,2,1,0.05178663904712584,11.23,156,Simulation-Based Estimate
"Btp025 - Puttamma Choultry, Nagarbhavi",27,26,2,12.978674192592594,77.53819774074074,0.074074074074074,0.037037037037037,3,9,1.0384615384615383,3.332204510175204,0.1800509928527907,0.0969978952032789,0.0399187054221948,12.71,Low,157,1,1,0.02589331952356292,10.17,157,Simulation-Based Estimate
Btp213 - Royan Circle,21,21,4,12.960664534079864,77.56822902305134,0.1904761904761904,0.0,5,8,1.0,3.091042453358316,0.1487290247440662,0.1523809523809523,0.0,12.01,Low,158,1,1,0.02589331952356292,9.61,158,Simulation-Based Estimate
"Btp161 - 15Th Cross, 35Th Main, Jp Nagar",23,22,1,12.90626403555768,77.57765224581213,0.0434782608695652,0.0434782608695652,7,5,1.0454545454545454,3.1780538303479458,0.1600300047205089,0.0790844856734145,0.0471766518625939,11.32,Low,159,1,1,0.02589331952356292,9.06,159,Simulation-Based Estimate
Btp157 - Kadirenahalli Cross,16,16,2,12.913022025,77.5670021,0.125,0.0,5,5,1.0,2.833213344056216,0.115242350904686,0.1,0.0,8.76,Low,160,1,1,0.02589331952356292,7.01,160,Simulation-Based Estimate
"Btp198 - 9Th Cross, 8Th Main, Jp Nagar",14,14,0,12.910339621428571,77.59572164285714,0.0,0.0,6,5,1.0,2.70805020110221,0.098986244849952,0.0,0.0,4.95,Low,161,1,1,0.02589331952356292,3.97,161,Simulation-Based Estimate
Btp156 - Kamakya Junction,13,13,0,12.923719841795627,77.55360571975804,0.0,0.0,5,7,1.0,2.6390573296152584,0.0900254964263953,0.0,0.0,4.5,Low,162,1,1,0.02589331952356292,3.61,162,Simulation-Based Estimate
Btp154 - Itmadu Junction,12,12,0,12.9297912,77.54656500833333,0.0,0.0,3,3,1.0,2.5649493574615367,0.080400402118282,0.0,0.0,4.02,Low,163,1,1,0.02589331952356292,3.22,163,Simulation-Based Estimate
"Btp112 - 14Th Cross, Kr Road",10,10,0,12.92934653,77.57320882,0.0,0.0,3,4,1.0,2.3978952727983707,0.0587035283176708,0.0,0.0,2.94,Low,164,0,1,0.0,2.35,164,Simulation-Based Estimate
Btp181 - Bileka Halli Junction,8,8,0,12.9019944125,77.60112085,0.0,0.0,3,4,1.0,2.19722457733622,0.0326405513859659,0.0,0.0,1.63,Low,165,0,1,0.0,1.3,165,Simulation-Based Estimate
"Btp110 - Bharathi Nursing Home, Basavanagudi",7,7,0,12.93742960532226,77.57230527575187,0.0,0.0,2,2,1.0,2.079441541679836,0.0173429687758658,0.0,0.0,0.87,Low,166,0,1,0.0,0.7,166,Simulation-Based Estimate
"Btp178 - 18Th Main, Marenahalli",7,7,0,12.91689827142857,77.58956701428572,0.0,0.0,2,4,1.0,2.079441541679836,0.0173429687758658,0.0,0.0,0.87,Low,167,0,1,0.0,0.7,167,Simulation-Based Estimate
Btp144 - Commando Hospital Junction,6,6,0,12.969203566666666,77.62634385,0.0,0.0,2,3,1.0,1.9459101490553128,0.0,0.0,0.0,0.0,Low,168,0,1,0.0,0.0,168,Simulation-Based Estimate
